indicator,category,units,period_date,value
Occupancy,Oahu- Midscale & Economy,percent,2018-02-01,92.4
Avg daily rate,Statewide- All,dollar,2018-02-01,293.98
Avg daily rate,Oahu- All,dollar,2018-02-01,234.44
Avg daily rate,Maui CTY- All,dollar,2018-02-01,429.65
Avg daily rate,Hawaii ISL- All,dollar,2018-02-01,305.98
Avg daily rate,Kauai- All,dollar,2018-02-01,311.19
Avg daily rate,Statewide- Luxury,dollar,2018-02-01,587.07
Avg daily rate,Waikiki,dollar,2018-02-01,230.28
Avg daily rate,Wailea,dollar,2018-02-01,651.74
Avg daily rate,Kohala Coast,dollar,2018-02-01,425.02
Avg daily rate,Statewide- Upper Upscale,dollar,2018-02-01,286.38
Avg daily rate,Other Oahu,dollar,2018-02-01,260.55
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-02-01,366.71
Avg daily rate,Statewide- Upscale,dollar,2018-02-01,222.23
Avg daily rate,Oahu- Luxury,dollar,2018-02-01,487.66
Avg daily rate,Other Maui CTY,dollar,2018-02-01,504.94
Avg daily rate,Statewide- Upper Midscale,dollar,2018-02-01,175.46
Avg daily rate,Oahu- Upper Upscale,dollar,2018-02-01,252.65
Avg daily rate,Maui CTY- Luxury,dollar,2018-02-01,697.93
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-02-01,178.93
Avg daily rate,Oahu- Upscale,dollar,2018-02-01,200.7
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-02-01,346.82
Avg daily rate,Oahu- Upper Midscale,dollar,2018-02-01,156.14
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-02-01,137.87
RevPAR,Statewide- All,dollar,2018-02-01,251.75
RevPAR,Oahu- All,dollar,2018-02-01,204.8
RevPAR,Maui CTY- All,dollar,2018-02-01,355.21
RevPAR,Hawaii ISL- All,dollar,2018-02-01,262.71
RevPAR,Kauai- All,dollar,2018-02-01,255.71
RevPAR,Statewide- Luxury,dollar,2018-02-01,477.25
RevPAR,Waikiki,dollar,2018-02-01,202.72
RevPAR,Wailea,dollar,2018-02-01,591.82
RevPAR,Kohala Coast,dollar,2018-02-01,373.09
RevPAR,Statewide- Upper Upscale,dollar,2018-02-01,256.62
RevPAR,Other Oahu,dollar,2018-02-01,217.1
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-02-01,295.88
RevPAR,Statewide- Upscale,dollar,2018-02-01,180.9
RevPAR,Oahu- Luxury,dollar,2018-02-01,357.95
RevPAR,Other Maui CTY,dollar,2018-02-01,430.15
RevPAR,Statewide- Upper Midscale,dollar,2018-02-01,152.55
RevPAR,Oahu- Upper Upscale,dollar,2018-02-01,230.13
RevPAR,Maui CTY- Luxury,dollar,2018-02-01,569.65
RevPAR,Statewide- Midscale & Economy,dollar,2018-02-01,154.39
RevPAR,Oahu- Upscale,dollar,2018-02-01,169.84
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-02-01,287.89
RevPAR,Oahu- Upper Midscale,dollar,2018-02-01,136.32
RevPAR,Oahu- Midscale & Economy,dollar,2018-02-01,127.36
Occupancy,Statewide- All,percent,2018-03-01,81.7
Occupancy,Oahu- All,percent,2018-03-01,82.7
Occupancy,Maui CTY- All,percent,2018-03-01,79.6
Occupancy,Hawaii ISL- All,percent,2018-03-01,81.7
Occupancy,Kauai- All,percent,2018-03-01,80.7
Occupancy,Statewide- Luxury,percent,2018-03-01,79.1
Occupancy,Waikiki,percent,2018-03-01,83.5
Occupancy,Wailea,percent,2018-03-01,88.8
Occupancy,Kohala Coast,percent,2018-03-01,81.2
Occupancy,Statewide- Upper Upscale,percent,2018-03-01,86.2
Occupancy,Other Oahu,percent,2018-03-01,78.1
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-03-01,79.6
Occupancy,Statewide- Upscale,percent,2018-03-01,76.6
Occupancy,Oahu- Luxury,percent,2018-03-01,70.7
Occupancy,Other Maui CTY,percent,2018-03-01,79.5
Occupancy,Statewide- Upper Midscale,percent,2018-03-01,80.4
Occupancy,Oahu- Upper Upscale,percent,2018-03-01,87.9
Occupancy,Maui CTY- Luxury,percent,2018-03-01,81.5
Occupancy,Statewide- Midscale & Economy,percent,2018-03-01,82.4
Occupancy,Oahu- Upscale,percent,2018-03-01,77.5
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-03-01,79.9
Occupancy,Oahu- Upper Midscale,percent,2018-03-01,81.4
Occupancy,Oahu- Midscale & Economy,percent,2018-03-01,87.4
Avg daily rate,Statewide- All,dollar,2018-03-01,288.65
Avg daily rate,Oahu- All,dollar,2018-03-01,229.97
Avg daily rate,Maui CTY- All,dollar,2018-03-01,426.65
Avg daily rate,Hawaii ISL- All,dollar,2018-03-01,289.81
Avg daily rate,Kauai- All,dollar,2018-03-01,303.77
Avg daily rate,Statewide- Luxury,dollar,2018-03-01,599.97
Avg daily rate,Waikiki,dollar,2018-03-01,223.34
Avg daily rate,Wailea,dollar,2018-03-01,665.01
Avg daily rate,Kohala Coast,dollar,2018-03-01,414.37
Avg daily rate,Statewide- Upper Upscale,dollar,2018-03-01,276.51
Avg daily rate,Other Oahu,dollar,2018-03-01,272.04
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-03-01,348.28
Avg daily rate,Statewide- Upscale,dollar,2018-03-01,211.81
Avg daily rate,Oahu- Luxury,dollar,2018-03-01,498.08
Avg daily rate,Other Maui CTY,dollar,2018-03-01,525.8
Avg daily rate,Statewide- Upper Midscale,dollar,2018-03-01,164.64
Avg daily rate,Oahu- Upper Upscale,dollar,2018-03-01,245.69
Avg daily rate,Maui CTY- Luxury,dollar,2018-03-01,723.26
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-03-01,166.24
Avg daily rate,Oahu- Upscale,dollar,2018-03-01,198.09
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-03-01,327.79
Avg daily rate,Oahu- Upper Midscale,dollar,2018-03-01,146.23
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-03-01,126.71
RevPAR,Statewide- All,dollar,2018-03-01,235.72
RevPAR,Oahu- All,dollar,2018-03-01,190.13
RevPAR,Maui CTY- All,dollar,2018-03-01,339.5
RevPAR,Hawaii ISL- All,dollar,2018-03-01,236.78
RevPAR,Kauai- All,dollar,2018-03-01,245.26
RevPAR,Statewide- Luxury,dollar,2018-03-01,474.8
RevPAR,Waikiki,dollar,2018-03-01,186.39
RevPAR,Wailea,dollar,2018-03-01,590.22
RevPAR,Kohala Coast,dollar,2018-03-01,336.53
RevPAR,Statewide- Upper Upscale,dollar,2018-03-01,238.45
RevPAR,Other Oahu,dollar,2018-03-01,212.34
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-03-01,277.25
RevPAR,Statewide- Upscale,dollar,2018-03-01,162.34
RevPAR,Oahu- Luxury,dollar,2018-03-01,352.05
RevPAR,Other Maui CTY,dollar,2018-03-01,418.18
RevPAR,Statewide- Upper Midscale,dollar,2018-03-01,132.32
RevPAR,Oahu- Upper Upscale,dollar,2018-03-01,215.88
RevPAR,Maui CTY- Luxury,dollar,2018-03-01,589.31
RevPAR,Statewide- Midscale & Economy,dollar,2018-03-01,137.06
RevPAR,Oahu- Upscale,dollar,2018-03-01,153.49
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-03-01,261.79
RevPAR,Oahu- Upper Midscale,dollar,2018-03-01,118.96
RevPAR,Oahu- Midscale & Economy,dollar,2018-03-01,110.73
Occupancy,Statewide- All,percent,2018-04-01,80.5
Occupancy,Oahu- All,percent,2018-04-01,82.6
Occupancy,Maui CTY- All,percent,2018-04-01,79.0
Occupancy,Hawaii ISL- All,percent,2018-04-01,76.4
Occupancy,Kauai- All,percent,2018-04-01,76.9
Occupancy,Statewide- Luxury,percent,2018-04-01,76.4
Occupancy,Waikiki,percent,2018-04-01,83.1
Occupancy,Wailea,percent,2018-04-01,89.4
Occupancy,Kohala Coast,percent,2018-04-01,72.2
Occupancy,Statewide- Upper Upscale,percent,2018-04-01,85.7
Occupancy,Other Oahu,percent,2018-04-01,79.6
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-04-01,77.4
Occupancy,Statewide- Upscale,percent,2018-04-01,75.3
Occupancy,Oahu- Luxury,percent,2018-04-01,68.1
Occupancy,Other Maui CTY,percent,2018-04-01,81.1
Occupancy,Statewide- Upper Midscale,percent,2018-04-01,79.0
Occupancy,Oahu- Upper Upscale,percent,2018-04-01,89.0
Occupancy,Maui CTY- Luxury,percent,2018-04-01,80.8
Occupancy,Statewide- Midscale & Economy,percent,2018-04-01,82.2
Occupancy,Oahu- Upscale,percent,2018-04-01,77.0
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-04-01,79.1
Occupancy,Oahu- Upper Midscale,percent,2018-04-01,79.9
Occupancy,Oahu- Midscale & Economy,percent,2018-04-01,87.2
Avg daily rate,Statewide- All,dollar,2018-04-01,269.45
Avg daily rate,Oahu- All,dollar,2018-04-01,228.33
Avg daily rate,Maui CTY- All,dollar,2018-04-01,370.68
Avg daily rate,Hawaii ISL- All,dollar,2018-04-01,260.77
Avg daily rate,Kauai- All,dollar,2018-04-01,283.96
Avg daily rate,Statewide- Luxury,dollar,2018-04-01,541.75
Avg daily rate,Waikiki,dollar,2018-04-01,222.29
Avg daily rate,Wailea,dollar,2018-04-01,574.64
Avg daily rate,Kohala Coast,dollar,2018-04-01,379.34
Avg daily rate,Statewide- Upper Upscale,dollar,2018-04-01,263.44
Avg daily rate,Other Oahu,dollar,2018-04-01,265.7
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-04-01,307.47
Avg daily rate,Statewide- Upscale,dollar,2018-04-01,200.24
Avg daily rate,Oahu- Luxury,dollar,2018-04-01,481.69
Avg daily rate,Other Maui CTY,dollar,2018-04-01,446.95
Avg daily rate,Statewide- Upper Midscale,dollar,2018-04-01,158.6
Avg daily rate,Oahu- Upper Upscale,dollar,2018-04-01,245.02
Avg daily rate,Maui CTY- Luxury,dollar,2018-04-01,625.42
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-04-01,158.58
Avg daily rate,Oahu- Upscale,dollar,2018-04-01,198.84
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-04-01,285.73
Avg daily rate,Oahu- Upper Midscale,dollar,2018-04-01,145.99
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-04-01,129.13
RevPAR,Statewide- All,dollar,2018-04-01,216.8
RevPAR,Oahu- All,dollar,2018-04-01,188.51
RevPAR,Maui CTY- All,dollar,2018-04-01,292.91
RevPAR,Hawaii ISL- All,dollar,2018-04-01,199.18
RevPAR,Kauai- All,dollar,2018-04-01,218.24
RevPAR,Statewide- Luxury,dollar,2018-04-01,413.66
RevPAR,Waikiki,dollar,2018-04-01,184.64
RevPAR,Wailea,dollar,2018-04-01,513.64
RevPAR,Kohala Coast,dollar,2018-04-01,273.75
RevPAR,Statewide- Upper Upscale,dollar,2018-04-01,225.65
RevPAR,Other Oahu,dollar,2018-04-01,211.48
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-04-01,237.96
RevPAR,Statewide- Upscale,dollar,2018-04-01,150.74
RevPAR,Oahu- Luxury,dollar,2018-04-01,328.14
RevPAR,Other Maui CTY,dollar,2018-04-01,362.38
RevPAR,Statewide- Upper Midscale,dollar,2018-04-01,125.25
RevPAR,Oahu- Upper Upscale,dollar,2018-04-01,218.15
RevPAR,Maui CTY- Luxury,dollar,2018-04-01,505.54
RevPAR,Statewide- Midscale & Economy,dollar,2018-04-01,130.42
RevPAR,Oahu- Upscale,dollar,2018-04-01,153.07
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-04-01,226.05
RevPAR,Oahu- Upper Midscale,dollar,2018-04-01,116.69
RevPAR,Oahu- Midscale & Economy,dollar,2018-04-01,112.59
Occupancy,Statewide- All,percent,2018-05-01,79.5
Occupancy,Oahu- All,percent,2018-05-01,83.3
Occupancy,Maui CTY- All,percent,2018-05-01,75.9
Occupancy,Hawaii ISL- All,percent,2018-05-01,70.6
Occupancy,Kauai- All,percent,2018-05-01,78.1
Occupancy,Statewide- Luxury,percent,2018-05-01,74.0
Occupancy,Waikiki,percent,2018-05-01,83.9
Occupancy,Wailea,percent,2018-05-01,86.1
Occupancy,Kohala Coast,percent,2018-05-01,63.8
Occupancy,Statewide- Upper Upscale,percent,2018-05-01,83.8
Occupancy,Other Oahu,percent,2018-05-01,79.5
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-05-01,74.0
Occupancy,Statewide- Upscale,percent,2018-05-01,74.9
Occupancy,Oahu- Luxury,percent,2018-05-01,66.7
Occupancy,Other Maui CTY,percent,2018-05-01,78.3
Occupancy,Statewide- Upper Midscale,percent,2018-05-01,80.6
Occupancy,Oahu- Upper Upscale,percent,2018-05-01,88.7
Occupancy,Maui CTY- Luxury,percent,2018-05-01,78.8
Occupancy,Statewide- Midscale & Economy,percent,2018-05-01,81.8
Occupancy,Oahu- Upscale,percent,2018-05-01,79.2
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-05-01,75.6
Occupancy,Oahu- Upper Midscale,percent,2018-05-01,81.8
Occupancy,Oahu- Midscale & Economy,percent,2018-05-01,88.4
Avg daily rate,Statewide- All,dollar,2018-05-01,256.07
Avg daily rate,Oahu- All,dollar,2018-05-01,224.83
Avg daily rate,Maui CTY- All,dollar,2018-05-01,341.44
Avg daily rate,Hawaii ISL- All,dollar,2018-05-01,235.42
Avg daily rate,Kauai- All,dollar,2018-05-01,273.25
Avg daily rate,Statewide- Luxury,dollar,2018-05-01,492.38
Avg daily rate,Waikiki,dollar,2018-05-01,221.5
Avg daily rate,Wailea,dollar,2018-05-01,508.75
Avg daily rate,Kohala Coast,dollar,2018-05-01,337.08
Avg daily rate,Statewide- Upper Upscale,dollar,2018-05-01,256.11
Avg daily rate,Other Oahu,dollar,2018-05-01,245.64
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-05-01,284.42
Avg daily rate,Statewide- Upscale,dollar,2018-05-01,196.82
Avg daily rate,Oahu- Luxury,dollar,2018-05-01,461.59
Avg daily rate,Other Maui CTY,dollar,2018-05-01,409.58
Avg daily rate,Statewide- Upper Midscale,dollar,2018-05-01,156.38
Avg daily rate,Oahu- Upper Upscale,dollar,2018-05-01,243.66
Avg daily rate,Maui CTY- Luxury,dollar,2018-05-01,557.53
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-05-01,156.24
Avg daily rate,Oahu- Upscale,dollar,2018-05-01,201.81
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-05-01,267.2
Avg daily rate,Oahu- Upper Midscale,dollar,2018-05-01,147.1
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-05-01,129.19
RevPAR,Statewide- All,dollar,2018-05-01,203.54
RevPAR,Oahu- All,dollar,2018-05-01,187.23
RevPAR,Maui CTY- All,dollar,2018-05-01,259.15
RevPAR,Hawaii ISL- All,dollar,2018-05-01,166.18
RevPAR,Kauai- All,dollar,2018-05-01,213.5
RevPAR,Statewide- Luxury,dollar,2018-05-01,364.28
RevPAR,Waikiki,dollar,2018-05-01,185.87
RevPAR,Wailea,dollar,2018-05-01,438.27
RevPAR,Kohala Coast,dollar,2018-05-01,214.9
RevPAR,Statewide- Upper Upscale,dollar,2018-05-01,214.49
RevPAR,Other Oahu,dollar,2018-05-01,195.32
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-05-01,210.5
RevPAR,Statewide- Upscale,dollar,2018-05-01,147.37
RevPAR,Oahu- Luxury,dollar,2018-05-01,307.83
RevPAR,Other Maui CTY,dollar,2018-05-01,320.64
RevPAR,Statewide- Upper Midscale,dollar,2018-05-01,126.04
RevPAR,Oahu- Upper Upscale,dollar,2018-05-01,216.15
RevPAR,Maui CTY- Luxury,dollar,2018-05-01,439.31
RevPAR,Statewide- Midscale & Economy,dollar,2018-05-01,127.86
RevPAR,Oahu- Upscale,dollar,2018-05-01,159.89
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-05-01,202.09
RevPAR,Oahu- Upper Midscale,dollar,2018-05-01,120.36
RevPAR,Oahu- Midscale & Economy,dollar,2018-05-01,114.2
Occupancy,Statewide- All,percent,2018-06-01,82.0
Occupancy,Oahu- All,percent,2018-06-01,87.7
Occupancy,Maui CTY- All,percent,2018-06-01,77.3
Occupancy,Hawaii ISL- All,percent,2018-06-01,68.6
Occupancy,Kauai- All,percent,2018-06-01,77.4
Occupancy,Statewide- Luxury,percent,2018-06-01,74.5
Occupancy,Waikiki,percent,2018-06-01,88.2
Occupancy,Wailea,percent,2018-06-01,89.6
Occupancy,Kohala Coast,percent,2018-06-01,63.9
Occupancy,Statewide- Upper Upscale,percent,2018-06-01,87.5
Occupancy,Other Oahu,percent,2018-06-01,85.0
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-06-01,77.2
Occupancy,Statewide- Upscale,percent,2018-06-01,77.0
Occupancy,Oahu- Luxury,percent,2018-06-01,72.7
Occupancy,Other Maui CTY,percent,2018-06-01,77.5
Occupancy,Statewide- Upper Midscale,percent,2018-06-01,83.2
Occupancy,Oahu- Upper Upscale,percent,2018-06-01,93.0
Occupancy,Maui CTY- Luxury,percent,2018-06-01,80.3
Occupancy,Statewide- Midscale & Economy,percent,2018-06-01,82.5
Occupancy,Oahu- Upscale,percent,2018-06-01,83.5
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-06-01,77.5
Occupancy,Oahu- Upper Midscale,percent,2018-06-01,86.1
Occupancy,Oahu- Midscale & Economy,percent,2018-06-01,92.4
Avg daily rate,Statewide- All,dollar,2018-06-01,277.13
Avg daily rate,Oahu- All,dollar,2018-06-01,243.07
Avg daily rate,Maui CTY- All,dollar,2018-06-01,381.03
Avg daily rate,Hawaii ISL- All,dollar,2018-06-01,239.04
Avg daily rate,Kauai- All,dollar,2018-06-01,294.34
Avg daily rate,Statewide- Luxury,dollar,2018-06-01,537.65
Avg daily rate,Waikiki,dollar,2018-06-01,239.1
Avg daily rate,Wailea,dollar,2018-06-01,578.7
Avg daily rate,Kohala Coast,dollar,2018-06-01,334.82
Avg daily rate,Statewide- Upper Upscale,dollar,2018-06-01,276.64
Avg daily rate,Other Oahu,dollar,2018-06-01,267.52
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-06-01,323.95
Avg daily rate,Statewide- Upscale,dollar,2018-06-01,212.46
Avg daily rate,Oahu- Luxury,dollar,2018-06-01,470.69
Avg daily rate,Other Maui CTY,dollar,2018-06-01,452.89
Avg daily rate,Statewide- Upper Midscale,dollar,2018-06-01,172.77
Avg daily rate,Oahu- Upper Upscale,dollar,2018-06-01,261.97
Avg daily rate,Maui CTY- Luxury,dollar,2018-06-01,629.28
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-06-01,166.77
Avg daily rate,Oahu- Upscale,dollar,2018-06-01,221.06
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-06-01,297.74
Avg daily rate,Oahu- Upper Midscale,dollar,2018-06-01,165.36
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-06-01,144.86
RevPAR,Statewide- All,dollar,2018-06-01,227.11
RevPAR,Oahu- All,dollar,2018-06-01,213.19
RevPAR,Maui CTY- All,dollar,2018-06-01,294.61
RevPAR,Hawaii ISL- All,dollar,2018-06-01,163.91
RevPAR,Kauai- All,dollar,2018-06-01,227.86
RevPAR,Statewide- Luxury,dollar,2018-06-01,400.69
RevPAR,Waikiki,dollar,2018-06-01,210.82
RevPAR,Wailea,dollar,2018-06-01,518.33
RevPAR,Kohala Coast,dollar,2018-06-01,213.8
RevPAR,Statewide- Upper Upscale,dollar,2018-06-01,241.98
RevPAR,Other Oahu,dollar,2018-06-01,227.29
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-06-01,250.04
RevPAR,Statewide- Upscale,dollar,2018-06-01,163.5
RevPAR,Oahu- Luxury,dollar,2018-06-01,342.17
RevPAR,Other Maui CTY,dollar,2018-06-01,350.94
RevPAR,Statewide- Upper Midscale,dollar,2018-06-01,143.75
RevPAR,Oahu- Upper Upscale,dollar,2018-06-01,243.65
RevPAR,Maui CTY- Luxury,dollar,2018-06-01,505.59
RevPAR,Statewide- Midscale & Economy,dollar,2018-06-01,137.66
RevPAR,Oahu- Upscale,dollar,2018-06-01,184.62
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-06-01,230.67
RevPAR,Oahu- Upper Midscale,dollar,2018-06-01,142.39
RevPAR,Oahu- Midscale & Economy,dollar,2018-06-01,133.8
Occupancy,Statewide- All,percent,2018-07-01,83.8
Occupancy,Oahu- All,percent,2018-07-01,87.9
Occupancy,Maui CTY- All,percent,2018-07-01,81.2
Occupancy,Hawaii ISL- All,percent,2018-07-01,74.2
Occupancy,Kauai- All,percent,2018-07-01,78.8
Occupancy,Statewide- Luxury,percent,2018-07-01,78.4
Occupancy,Waikiki,percent,2018-07-01,87.9
Occupancy,Wailea,percent,2018-07-01,90.6
Occupancy,Kohala Coast,percent,2018-07-01,73.3
Occupancy,Statewide- Upper Upscale,percent,2018-07-01,89.2
Occupancy,Other Oahu,percent,2018-07-01,87.7
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-07-01,82.1
Occupancy,Statewide- Upscale,percent,2018-07-01,78.8
Occupancy,Oahu- Luxury,percent,2018-07-01,76.0
Occupancy,Other Maui CTY,percent,2018-07-01,80.0
Occupancy,Statewide- Upper Midscale,percent,2018-07-01,84.4
Occupancy,Oahu- Upper Upscale,percent,2018-07-01,92.4
Occupancy,Maui CTY- Luxury,percent,2018-07-01,83.5
Occupancy,Statewide- Midscale & Economy,percent,2018-07-01,81.5
Occupancy,Oahu- Upscale,percent,2018-07-01,83.9
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-07-01,82.0
Occupancy,Oahu- Upper Midscale,percent,2018-07-01,87.2
Occupancy,Oahu- Midscale & Economy,percent,2018-07-01,89.7
Avg daily rate,Statewide- All,dollar,2018-07-01,295.55
Avg daily rate,Oahu- All,dollar,2018-07-01,260.18
Avg daily rate,Maui CTY- All,dollar,2018-07-01,404.05
Avg daily rate,Hawaii ISL- All,dollar,2018-07-01,246.73
Avg daily rate,Kauai- All,dollar,2018-07-01,314.73
Avg daily rate,Statewide- Luxury,dollar,2018-07-01,580.28
Avg daily rate,Waikiki,dollar,2018-07-01,254.84
Avg daily rate,Wailea,dollar,2018-07-01,621.26
Avg daily rate,Kohala Coast,dollar,2018-07-01,340.1
Avg daily rate,Statewide- Upper Upscale,dollar,2018-07-01,293.01
Avg daily rate,Other Oahu,dollar,2018-07-01,291.97
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2018-07-01,345.65
Avg daily rate,Statewide- Upscale,dollar,2018-07-01,222.51
Avg daily rate,Oahu- Luxury,dollar,2018-07-01,523.01
Avg daily rate,Other Maui CTY,dollar,2018-07-01,479.78
Avg daily rate,Statewide- Upper Midscale,dollar,2018-07-01,181.32
Avg daily rate,Oahu- Upper Upscale,dollar,2018-07-01,278.6
Avg daily rate,Maui CTY- Luxury,dollar,2018-07-01,674.89
Avg daily rate,Statewide- Midscale & Economy,dollar,2018-07-01,173.17
Avg daily rate,Oahu- Upscale,dollar,2018-07-01,233.07
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2018-07-01,315.62
Avg daily rate,Oahu- Upper Midscale,dollar,2018-07-01,174.05
Avg daily rate,Oahu- Midscale & Economy,dollar,2018-07-01,152.12
RevPAR,Statewide- All,dollar,2018-07-01,247.63
RevPAR,Oahu- All,dollar,2018-07-01,228.66
RevPAR,Maui CTY- All,dollar,2018-07-01,327.98
RevPAR,Hawaii ISL- All,dollar,2018-07-01,183.0
RevPAR,Kauai- All,dollar,2018-07-01,248.01
RevPAR,Statewide- Luxury,dollar,2018-07-01,454.68
RevPAR,Waikiki,dollar,2018-07-01,224.03
RevPAR,Wailea,dollar,2018-07-01,562.74
RevPAR,Kohala Coast,dollar,2018-07-01,249.25
RevPAR,Statewide- Upper Upscale,dollar,2018-07-01,261.36
RevPAR,Other Oahu,dollar,2018-07-01,256.13
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2018-07-01,283.72
RevPAR,Statewide- Upscale,dollar,2018-07-01,175.34
RevPAR,Oahu- Luxury,dollar,2018-07-01,397.45
RevPAR,Other Maui CTY,dollar,2018-07-01,383.92
RevPAR,Statewide- Upper Midscale,dollar,2018-07-01,153.09
RevPAR,Oahu- Upper Upscale,dollar,2018-07-01,257.46
RevPAR,Maui CTY- Luxury,dollar,2018-07-01,563.6
RevPAR,Statewide- Midscale & Economy,dollar,2018-07-01,141.21
RevPAR,Oahu- Upscale,dollar,2018-07-01,195.63
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2018-07-01,258.95
RevPAR,Oahu- Upper Midscale,dollar,2018-07-01,151.69
RevPAR,Oahu- Midscale & Economy,dollar,2018-07-01,136.46
Occupancy,Statewide- All,percent,2018-08-01,78.3
Occupancy,Oahu- All,percent,2018-08-01,84.8
Occupancy,Maui CTY- All,percent,2018-08-01,72.0
Occupancy,Hawaii ISL- All,percent,2018-08-01,66.8
Occupancy,Kauai- All,percent,2018-08-01,70.7
Occupancy,Statewide- Luxury,percent,2018-08-01,72.4
Occupancy,Waikiki,percent,2018-08-01,84.9
Occupancy,Wailea,percent,2018-08-01,83.3
Occupancy,Kohala Coast,percent,2018-08-01,63.1
Occupancy,Statewide- Upper Upscale,percent,2018-08-01,82.2
Occupancy,Other Oahu,percent,2018-08-01,84.1
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2018-08-01,71.7
Occupancy,Statewide- Upscale,percent,2018-08-01,74.8
Occupancy,Oahu- Luxury,percent,2018-08-01,75.0
Occupancy,Other Maui CTY,percent,2018-08-01,72.4
Occupancy,Statewide- Upper Midscale,percent,2018-08-01,81.0
Occupancy,Oahu- Upper Upscale,percent,2018-08-01,87.9
Occupancy,Maui CTY- Luxury,percent,2018-08-01,74.4
Occupancy,Statewide- Midscale & Economy,percent,2018-08-01,76.3
Occupancy,Oahu- Upscale,percent,2018-08-01,82.6
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2018-08-01,72.5
